100 100
23 78 V
23 79 V
23 79 H
23 80 H
23 81 V
23 82 V
23 82 H
23 83 V
23 84 V
23 84 H
23 86 V
23 87 V
23 87 H
23 88 V
23 89 V
23 89 H
23 90 H
23 91 H
23 92 V
23 93 V
23 94 V
23 95 V
23 95 H
23 96 V
23 97 V
23 97 H
24 0 H
24 1 V
24 2 V
24 3 H
24 4 H
24 5 H
24 7 V
24 8 V
24 9 V
24 9 H
24 10 H
24 12 V
24 13 H
24 14 V
24 15 V
24 16 H
24 18 V
24 19 V
24 20 V
24 20 H
24 23 H
24 25 V
24 26 V
24 27 H
24 29 V
24 30 V
24 31 V
24 32 V
24 33 V
24 33 H
24 35 V
24 36 V
24 37 H
24 38 V
24 39 V
24 39 H
24 41 H
24 42 H
24 43 H
24 44 H
24 46 H
24 47 V
24 47 H
24 49 H
24 50 H
24 51 H
24 52 V
24 53 V
24 54 V
24 55 V
24 56 H
24 58 V
24 59 H
24 60 H
24 61 V
24 61 H
24 63 V
24 64 V
24 64 H
24 66 H
24 67 H
24 69 V
24 70 V
24 71 V
24 72 V
24 72 H
24 74 H
24 75 V
24 76 V
24 77 V
24 78 V
24 79 H
24 80 H
24 82 H
24 84 H
24 85 V
24 86 H
24 88 H
24 90 V
24 90 H
24 91 V
24 92 H
24 94 H
24 96 V
24 97 V
24 98 V
24 98 H
25 0 V
25 1 V
25 2 H
25 3 H
25 4 H
25 5 V
25 6 V
25 6 H
25 8 H
25 10 H
25 11 H
25 12 H
25 13 V
25 14 V
25 15 H
25 16 V
25 16 H
25 17 V
25 18 H
25 20 H
25 21 H
25 22 H
25 23 V
25 23 H
25 24 H
25 26 V
25 27 H
25 28 H
25 30 V
25 30 H
25 32 V
25 33 V
25 34 V
25 35 V
25 35 H
25 37 V
25 37 H
25 39 H
25 40 H
25 41 H
25 42 V
25 42 H
25 43 V
25 44 H
25 45 H
25 46 V
25 47 V
25 48 V
25 48 H
25 49 V
25 49 H
25 50 H
25 51 V
25 52 V
25 53 H
25 55 H
25 56 H
25 57 V
25 58 H
25 59 H
25 60 V
25 61 H
25 62 H
25 63 V
25 64 V
25 65 H
25 67 V
25 67 H
25 68 V
25 69 V
25 70 H
25 72 V
25 73 V
25 73 H
25 74 V
25 74 H
25 76 V
25 77 V
25 78 H
25 79 V
25 80 V
25 80 H
25 81 H
25 82 H
25 83 H
25 84 V
25 85 H
25 86 H
25 87 V
25 87 H
25 88 V
25 89 H
25 91 V
25 91 H
25 92 H
25 93 H
25 94 V
25 95 V
25 96 H
25 98 V
25 99 V
26 1 H
26 2 H
26 3 H
26 4 H
26 7 H
26 8 V
26 9 V
26 9 H
26 10 V
26 10 H
26 11 H
26 13 V
26 14 H
26 15 V
26 16 V
26 17 H
26 18 H
26 19 V
26 19 H
26 21 V
26 21 H
26 22 V
26 23 V
26 24 V
26 24 H
26 25 V
26 26 H
26 27 V
26 27 H
26 28 H
26 30 H
26 31 V
26 32 V
26 33 V
26 34 H
26 36 H
26 38 V
26 38 H
26 39 V
26 40 V
26 40 H
26 41 H
26 43 V
26 44 V
26 44 H
26 45 H
26 47 V
26 48 V
26 49 H
26 50 V
26 51 V
26 52 H
26 53 H
26 54 H
26 55 H
26 56 V
26 57 V
26 58 V
26 58 H
26 59 V
26 60 H
26 61 H
26 62 V
26 63 V
26 64 V
26 65 H
26 66 V
26 66 H
26 68 H
26 69 V
26 70 H
26 71 V
26 72 V
26 73 V
26 74 H
26 75 H
26 77 H
26 78 H
26 80 V
26 81 V
26 81 H
26 82 H
26 84 H
26 85 V
26 86 V
26 86 H
26 88 H
26 89 H
26 90 V
26 91 H
26 92 H
26 93 V
26 93 H
26 95 H
26 96 V
26 96 H
26 98 V
27 0 H
27 1 H
27 2 H
27 3 H
27 4 H
27 5 V
27 5 H
27 6 H
27 7 V
27 7 H
27 9 V
27 10 V
27 11 V
27 11 H
27 12 H
27 13 H
27 14 V
27 15 H
27 17 V
27 17 H
27 18 V
27 19 H
27 20 V
27 21 V
27 22 H
27 24 V
27 25 H
27 26 V
27 27 V
27 28 V
27 28 H
27 29 V
27 29 H
27 30 V
27 32 H
27 34 V
27 34 H
27 35 H
27 36 H
27 37 H
27 38 V
27 39 H
27 41 V
27 41 H
27 42 V
27 43 V
27 44 H
27 45 H
27 46 H
27 48 V
27 50 V
27 50 H
27 52 V
27 52 H
27 53 V
27 53 H
27 54 H
27 55 H
27 57 V
27 58 V
27 59 V
27 60 V
27 60 H
27 63 V
27 64 V
27 64 H
27 65 H
27 67 V
27 67 H
27 68 V
27 69 H
27 70 V
27 71 V
27 72 V
27 73 V
27 73 H
27 74 V
27 75 V
27 76 V
27 76 H
27 77 H
27 78 V
27 79 V
27 79 H
27 81 V
27 82 V
27 82 H
27 83 V
27 83 H
27 85 V
27 86 V
27 87 V
27 87 H
27 88 H
27 89 V
27 90 V
27 91 H
27 92 V
27 93 H
27 94 H
27 95 V
27 96 H
27 97 V
27 98 V
27 98 H
28 0 H
28 1 V
28 2 V
28 2 H
28 3 H
28 4 V
28 5 H
28 6 V
28 7 H
28 8 H
28 10 H
28 11 V
28 13 V
28 14 V
28 14 H
28 15 H
28 16 V
28 17 H
28 19 V
28 19 H
28 21 H
28 22 H
28 23 H
28 24 V
28 25 H
28 27 V
28 29 V
28 30 V
28 31 V
28 31 H
28 32 V
28 32 H
28 33 H
28 34 H
28 35 H
28 36 V
28 36 H
28 37 H
28 39 V
28 39 H
28 40 V
28 41 V
28 42 V
28 43 H
28 44 H
28 45 V
28 46 V
28 46 H
28 47 H
28 48 V
28 49 H
28 51 V
28 51 H
28 52 V
28 54 V
28 54 H
28 55 H
28 56 V
28 57 H
28 58 H
28 60 H
28 61 H
28 62 H
28 64 V
28 65 V
28 65 H
28 66 H
28 67 H
28 69 V
28 69 H
28 71 V
28 72 V
28 73 H
28 75 V
28 76 H
28 77 V
28 78 H
28 79 H
28 80 V
28 81 H
28 83 H
28 84 V
28 85 V
28 85 H
28 87 H
28 88 H
28 90 V
28 91 V
28 91 H
28 93 V
28 93 H
28 94 V
28 95 H
28 96 H
28 98 V
29 0 H
29 2 H
29 3 H
29 4 H
29 5 H
29 7 V
29 7 H
29 8 V
29 9 V
29 9 H
29 10 V
29 11 H
29 12 H
29 14 V
29 15 V
29 15 H
29 17 V
29 17 H
29 18 H
29 19 H
29 20 H
29 21 V
29 22 V
29 22 H
29 23 V
29 24 H
29 26 V
29 26 H
29 27 V
29 28 V
29 28 H
29 30 V
29 31 V
29 32 V
29 33 V
29 33 H
29 34 H
29 35 V
29 36 V
29 37 V
29 37 H
29 38 H
29 40 V
29 42 H
29 43 V
29 44 V
29 44 H
29 46 V
29 46 H
29 47 V
29 48 H
29 49 H
29 50 V
29 51 V
29 52 V
29 53 V
29 53 H
29 55 V
29 55 H
29 56 H
29 57 V
29 58 H
29 59 H
29 60 V
29 61 H
29 62 V
29 62 H
29 63 V
29 64 H
29 66 V
29 66 H
29 67 H
29 68 H
29 69 V
29 70 H
29 71 V
29 72 V
29 73 H
29 74 V
29 75 H
29 76 H
29 78 V
29 79 V
29 80 V
29 80 H
29 81 V
29 82 H
29 83 V
29 84 H
29 86 V
29 86 H
29 87 V
29 88 H
29 89 V
29 90 V
29 91 V
29 91 H
29 92 H
29 94 V
29 95 V
29 95 H
29 96 H
29 97 H
29 98 H
30 0 V
30 1 V
30 1 H
30 2 H
30 3 H
30 4 H
30 5 H
30 6 H
30 9 V
30 10 H
30 11 H
30 12 V
30 12 H
30 13 V
30 14 V
30 15 H
30 16 V
30 17 H
30 18 H
30 20 V
30 20 H
30 22 V
30 23 V
30 24 H
30 25 V
30 25 H
30 27 V
30 28 H
30 29 H
30 32 V
30 32 H
30 34 H
30 37 V
30 37 H
30 39 V
30 39 H
30 41 V
30 41 H
30 42 V
30 44 V
30 45 V
30 45 H
30 48 V
30 48 H
30 49 V
30 50 V
30 50 H
30 52 V
30 53 V
30 54 V
30 54 H
30 56 V
30 57 V
30 57 H
30 58 H
30 59 H
30 60 V
30 61 H
30 63 V
30 64 V
30 64 H
30 65 H
30 66 V
30 67 V
30 68 V
30 69 V
30 70 V
30 70 H
30 72 H
30 73 V
30 74 V
30 75 V
30 75 H
30 76 H
30 77 H
30 79 V
30 80 V
30 81 H
30 82 H
30 84 V
30 84 H
30 85 H
30 87 H
30 88 V
30 88 H
30 90 H
30 92 V
30 92 H
30 93 H
30 95 V
30 95 H
30 96 H
30 97 H
30 99 V
31 1 H
31 2 V
31 3 V
31 3 H
31 5 V
31 5 H
31 7 V
31 7 H
31 8 V
31 9 H
31 10 H
31 11 V
31 12 H
31 14 H
31 15 V
31 16 V
31 17 H
31 18 H
31 19 H
31 21 V
31 21 H
31 22 V
31 23 V
31 24 H
31 26 V
31 26 H
31 27 H
31 28 V
31 29 V
31 29 H
31 30 V
31 30 H
31 31 H
31 33 V
31 33 H
31 34 V
31 35 V
31 35 H
31 36 V
31 37 H
31 38 H
31 39 H
31 40 V
31 41 V
31 42 H
31 43 H
31 45 H
31 46 H
31 47 H
31 49 V
31 50 V
31 51 V
31 51 H
31 53 V
31 54 H
31 56 V
31 57 V
31 58 V
31 58 H
31 60 H
31 61 V
31 61 H
31 62 V
31 63 H
31 64 H
31 65 H
31 67 H
31 69 H
31 71 V
31 71 H
31 72 V
31 73 H
31 75 H
31 76 H
31 77 V
31 77 H
31 78 H
31 80 V
31 81 V
31 81 H
31 82 H
31 83 V
31 84 H
31 85 V
31 86 V
31 86 H
31 87 V
31 88 V
31 89 V
31 89 H
31 90 H
31 91 H
31 93 V
31 93 H
31 94 V
31 95 H
31 96 V
31 97 V
31 97 H
31 98 H
32 0 H
32 1 H
32 3 H
32 4 H
32 6 V
32 6 H
32 7 H
32 9 H
32 10 V
32 11 V
32 11 H
32 12 H
32 13 H
32 14 H
32 16 H
32 17 V
32 18 H
32 19 V
32 20 V
32 20 H
32 22 V
32 23 H
32 24 H
32 25 V
32 26 H
32 27 V
32 29 V
32 30 H
32 32 V
32 32 H
32 33 V
32 34 V
32 36 H
32 37 V
32 38 V
32 39 V
32 39 H
32 41 V
32 42 V
32 42 H
32 43 H
32 44 H
32 45 V
32 46 V
32 46 H
32 47 H
32 48 H
32 50 V
32 51 V
32 52 V
32 52 H
32 53 H
32 54 H
32 55 V
32 55 H
32 57 V
32 58 H
32 59 V
32 59 H
32 60 H
32 62 H
32 63 H
32 64 H
32 65 H
32 66 H
32 67 H
32 68 H
32 69 H
32 70 H
32 72 V
32 73 V
32 73 H
32 74 H
32 75 V
32 75 H
32 76 V
32 77 V
32 78 V
32 78 H
32 79 H
32 81 V
32 82 V
32 82 H
32 83 H
32 84 V
32 85 V
32 86 H
32 88 V
32 89 H
32 90 H
32 91 H
32 92 H
32 94 V
32 95 V
32 96 V
32 97 H
32 98 H
33 0 H
33 1 H
33 2 H
33 3 V
33 4 V
33 4 H
33 5 V
33 6 V
33 7 H
33 8 H
33 9 V
33 9 H
33 11 H
33 12 H
33 13 H
33 14 V
33 15 V
33 15 H
33 16 H
33 17 V
33 18 H
33 20 V
33 21 V
33 22 V
33 22 H
33 23 H
33 24 H
33 26 V
33 26 H
33 28 V
33 28 H
33 29 H
33 30 H
33 31 V
33 32 V
33 33 V
33 34 H
33 35 H
33 36 H
33 38 V
33 39 V
33 40 V
33 40 H
33 42 V
33 43 V
33 43 H
33 44 H
33 46 V
33 47 V
33 47 H
33 48 V
33 49 V
33 49 H
33 51 V
33 52 V
33 53 V
33 54 V
33 54 H
33 56 V
33 56 H
33 58 V
33 58 H
33 60 V
33 60 H
33 61 H
33 62 V
33 63 V
33 63 H
33 64 H
33 65 V
33 66 V
33 66 H
33 67 V
33 68 V
33 68 H
33 69 V
33 70 V
33 70 H
33 71 H
33 72 H
33 74 H
33 76 V
33 78 V
33 78 H
33 79 H
33 80 V
33 81 H
33 83 H
33 85 H
33 86 H
33 87 H
33 89 V
33 89 H
33 90 V
33 91 V
33 92 V
33 92 H
33 94 H
33 95 V
33 96 V
33 97 H
33 98 V
34 0 H
34 1 V
34 2 V
34 2 H
34 3 V
34 5 H
34 7 V
34 7 H
34 8 V
34 9 H
34 10 H
34 11 V
34 12 V
34 12 H
34 13 H
34 15 H
34 16 V
34 17 H
34 18 V
34 18 H
34 19 H
34 20 V
34 21 H
34 23 V
34 23 H
34 24 H
34 25 H
34 27 V
34 27 H
34 29 H
34 30 H
34 32 V
34 33 H
34 34 H
34 35 H
34 36 V
34 36 H
34 37 H
34 39 V
34 39 H
34 41 V
34 42 V
34 42 H
34 44 V
34 44 H
34 45 H
34 47 V
34 48 V
34 49 V
34 49 H
34 50 H
34 53 V
34 53 H
34 55 H
34 57 V
34 57 H
34 59 V
34 60 V
34 61 V
34 61 H
34 62 V
34 64 V
34 65 V
34 65 H
34 68 V
34 69 V
34 70 H
34 71 H
34 73 V
34 73 H
34 74 V
34 75 V
34 75 H
34 76 H
34 77 H
34 79 V
34 79 H
34 80 H
34 81 H
34 82 H
34 83 V
34 84 V
34 84 H
34 85 H
34 86 V
34 87 V
34 87 H
34 88 V
34 89 V
34 90 H
34 92 V
34 93 V
34 93 H
34 94 V
34 95 V
34 96 H
34 97 V
34 98 V
34 98 H
35 0 H
35 1 V
35 3 H
35 4 H
35 5 V
35 6 V
35 6 H
35 8 V
35 9 H
35 10 H
35 12 V
35 13 V
35 13 H
35 14 H
35 15 H
35 16 H
35 17 H
35 19 V
35 19 H
35 21 H
35 22 H
35 24 V
35 24 H
35 25 H
35 26 V
35 27 H
35 28 H
35 29 V
35 29 H
35 30 H
35 31 H
35 33 V
35 33 H
35 34 V
35 35 H
35 37 V
35 37 H
35 39 V
35 40 V
35 40 H
35 42 V
35 43 V
35 43 H
35 44 H
35 45 H
35 46 H
35 48 H
35 50 V
35 50 H
35 51 V
35 51 H
35 53 V
35 54 V
35 54 H
35 55 H
35 56 H
35 57 V
35 58 V
35 59 V
35 60 V
35 61 V
35 62 H
35 64 V
35 65 V
35 66 V
35 66 H
35 67 V
35 68 V
35 69 H
35 70 H
35 71 H
35 72 V
35 73 V
35 74 H
35 75 V
35 76 H
35 77 V
35 78 V
35 78 H
35 80 V
35 81 V
35 81 H
35 82 H
35 83 V
35 84 V
35 85 V
35 86 V
35 87 V
35 88 V
35 89 V
35 89 H
35 90 H
35 91 V
35 92 H
35 95 H
35 96 H
35 98 V
35 99 V
36 0 V
36 1 V
36 2 V
36 2 H
36 3 H
36 4 H
36 6 V
36 7 H
36 8 V
36 9 V
36 9 H
36 10 V
36 11 V
36 11 H
36 13 V
36 14 H
36 15 V
36 16 H
36 17 V
36 18 V
36 19 V
36 20 V
36 20 H
36 21 V
36 21 H
36 22 H
36 23 H
36 24 H
36 25 V
36 26 V
36 27 V
36 27 H
36 28 H
36 30 V
36 30 H
36 31 H
36 32 V
36 33 V
36 34 V
36 35 V
36 35 H
36 36 H
36 38 V
36 38 H
36 39 V
36 40 H
36 41 H
36 42 V
36 43 V
36 45 V
36 46 V
36 46 H
36 47 H
36 48 V
36 49 V
36 49 H
36 51 H
36 52 V
36 53 H
36 55 V
36 55 H
36 56 V
36 57 V
36 58 V
36 59 H
36 60 V
36 61 H
36 62 H
36 64 V
36 65 V
36 65 H
36 67 V
36 68 V
36 69 H
36 70 V
36 70 H
36 71 V
36 72 H
36 73 H
36 74 H
36 76 H
36 77 V
36 78 H
36 79 H
36 80 V
36 82 H
36 84 V
36 85 V
36 86 V
36 87 V
36 88 V
36 89 V
36 90 V
36 90 H
36 91 H
36 92 H
36 93 V
36 93 H
36 94 H
36 95 H
36 96 V
36 97 V
36 97 H
37 0 V
37 1 V
37 2 H
37 3 H
37 4 H
37 5 H
37 6 V
37 7 V
37 7 H
37 9 H
37 11 V
37 12 V
37 13 V
37 13 H
37 14 H
37 15 V
37 16 V
37 16 H
37 18 V
37 19 V
37 20 H
37 22 V
37 22 H
37 23 H
37 25 V
37 26 H
37 28 V
37 29 V
37 29 H
37 30 H
37 31 V
37 32 V
37 33 V
37 34 V
37 35 H
37 36 H
37 37 V
37 38 V
37 39 H
37 40 H
37 41 V
37 42 V
37 43 H
37 45 V
37 45 H
37 47 V
37 47 H
37 48 V
37 50 V
37 50 H
37 51 H
37 52 H
37 53 H
37 54 V
37 55 V
37 56 H
37 57 V
37 58 V
37 59 V
37 60 H
37 61 H
37 62 H
37 63 V
37 63 H
37 65 H
37 66 H
37 68 H
37 69 H
37 71 V
37 72 V
37 72 H
37 73 H
37 74 H
37 75 H
37 76 V
37 77 H
37 78 H
37 79 H
37 81 V
37 81 H
37 82 V
37 82 H
37 83 V
37 84 V
37 85 H
37 87 V
37 88 V
37 89 H
37 91 H
37 92 V
37 93 V
37 94 V
37 94 H
37 95 H
37 96 H
37 98 H
37 99 V
38 1 V
38 2 V
38 2 H
38 3 H
38 4 H
38 5 H
38 7 V
38 8 V
38 8 H
38 9 H
38 10 H
38 12 V
38 12 H
38 14 V
38 14 H
38 16 H
38 17 H
38 19 V
38 20 V
38 20 H
38 21 H
38 22 H
38 23 H
38 24 V
38 25 H
38 26 H
38 27 V
38 28 H
38 30 V
38 31 V
38 32 V
38 33 H
38 35 V
38 35 H
38 36 V
38 37 H
38 38 H
38 39 V
38 40 H
38 42 H
38 43 H
38 44 V
38 44 H
38 46 V
38 46 H
38 49 V
38 49 H
38 51 V
38 51 H
38 52 H
38 54 V
38 54 H
38 56 H
38 58 V
38 59 H
38 60 H
38 61 V
38 62 V
38 63 V
38 64 V
38 64 H
38 65 V
38 66 V
38 66 H
38 67 H
38 68 V
38 69 V
38 69 H
38 70 V
38 71 H
38 72 V
38 74 V
38 74 H
38 75 H
38 77 V
38 78 V
38 78 H
38 79 H
38 80 H
38 82 H
38 84 H
38 85 H
38 86 H
38 87 V
38 88 H
38 89 V
38 90 V
38 90 H
38 91 H
38 93 V
38 94 H
38 95 H
38 97 V
38 97 H
38 98 V
39 1 H
39 3 V
39 3 H
39 4 V
39 4 H
39 6 V
39 6 H
39 7 V
39 8 H
39 9 H
39 10 H
39 11 V
39 12 H
39 13 V
39 14 V
39 15 H
39 16 H
39 17 H
39 18 V
39 19 V
39 21 V
39 21 H
39 22 V
39 23 V
39 24 V
39 25 V
39 25 H
39 26 V
39 27 V
39 27 H
39 28 H
39 29 V
39 30 V
39 31 H
39 32 H
39 33 H
39 34 V
39 35 H
39 37 V
39 37 H
39 38 H
39 40 V
39 40 H
39 41 H
39 42 H
39 43 V
39 44 H
39 45 V
39 46 H
39 47 H
39 48 H
39 49 V
39 50 V
39 51 H
39 53 V
39 53 H
39 55 V
39 55 H
39 56 V
39 56 H
39 57 H
39 59 V
39 59 H
39 60 V
39 61 H
39 62 H
39 64 V
39 65 V
39 66 H
39 67 V
39 68 H
39 70 H
39 71 V
39 72 H
39 73 H
39 74 V
39 75 H
39 76 V
39 76 H
39 78 H
39 79 V
39 80 H
39 81 H
39 82 V
39 83 V
39 83 H
39 84 V
39 85 V
39 85 H
39 86 V
39 87 V
39 88 V
39 89 V
39 90 V
39 90 H
39 91 V
39 92 V
39 93 H
39 94 V
39 95 V
39 95 H
39 96 V
39 97 V
39 98 V
39 98 H
40 0 V
40 0 H
40 1 H
40 2 V
40 3 V
40 4 H
40 6 V
40 7 V
40 8 V
40 8 H
40 9 H
40 10 V
40 11 V
40 12 H
40 14 H
40 15 V
40 15 H
40 16 H
40 17 V
40 18 H
40 20 V
40 20 H
40 22 V
40 23 V
40 24 V
40 25 V
40 26 H
40 28 V
40 28 H
40 29 V
40 30 V
40 31 V
40 32 V
40 32 H
40 33 V
40 34 V
40 35 V
40 35 H
40 36 H
40 38 V
40 38 H
40 39 H
40 41 V
40 41 H
40 42 H
40 43 H
40 44 V
40 45 V
40 46 V
40 46 H
40 47 H
40 48 V
40 49 H
40 50 V
40 51 H
40 52 V
40 53 H
40 54 V
40 55 V
40 56 H
40 57 H
40 58 H
40 60 V
40 61 V
40 61 H
40 62 H
40 63 H
40 64 V
40 65 H
40 66 V
40 67 V
40 68 V
40 68 H
40 69 H
40 70 V
40 71 V
40 72 V
40 72 H
40 73 V
40 74 H
40 76 V
40 77 V
40 77 H
40 78 V
40 79 V
40 80 V
40 80 H
40 82 V
40 83 V
40 85 V
40 86 H
40 88 V
40 89 H
40 91 H
40 92 V
40 93 H
40 95 V
40 97 V
40 98 V
40 99 V
41 1 V
41 2 V
41 2 H
41 4 V
41 4 H
41 5 V
41 5 H
41 7 V
41 8 H
41 9 H
41 11 H
41 12 H
41 13 H
41 14 V
41 15 H
41 17 H
41 18 H
41 19 V
41 20 V
41 20 H
41 21 H
41 23 V
41 25 V
41 25 H
41 26 V
41 27 V
41 27 H
41 29 V
41 30 V
41 31 H
41 33 H
41 35 V
41 36 V
41 36 H
41 38 V
41 39 V
41 39 H
41 40 H
41 41 V
41 42 V
41 43 V
41 44 V
41 45 V
41 46 H
41 47 V
41 48 V
41 48 H
41 50 H
41 51 H
41 52 H
41 53 V
41 54 H
41 55 H
41 56 V
41 57 V
41 57 H
41 58 H
41 59 H
41 61 H
41 62 V
41 63 V
41 64 H
41 66 V
41 67 V
41 68 H
41 69 V
41 70 V
41 71 H
41 73 V
41 73 H
41 74 H
41 75 V
41 75 H
41 77 V
41 78 V
41 79 V
41 80 H
41 81 H
41 83 H
41 84 V
41 85 H
41 86 V
41 87 V
41 88 V
41 88 H
41 89 V
41 90 V
41 90 H
41 91 V
41 92 H
41 93 H
41 94 V
41 94 H
41 96 H
41 98 V
42 0 H
42 2 V
42 3 V
42 3 H
42 5 V
42 6 V
42 6 H
42 8 V
42 8 H
42 9 H
42 10 H
42 11 V
42 12 V
42 12 H
42 13 V
42 14 H
42 15 H
42 16 H
42 17 H
42 18 V
42 19 H
42 21 V
42 21 H
42 22 V
42 23 H
42 24 H
42 26 V
42 27 V
42 28 H
42 30 V
42 30 H
42 31 H
42 32 H
42 33 V
42 34 V
42 34 H
42 35 H
42 37 V
42 37 H
42 39 V
42 40 V
42 41 V
42 42 V
42 43 V
42 44 H
42 45 V
42 46 V
42 47 V
42 48 H
42 49 V
42 49 H
42 50 H
42 51 H
42 52 V
42 53 V
42 54 V
42 55 H
42 57 V
42 58 V
42 58 H
42 59 V
42 60 V
42 60 H
42 61 V
42 62 V
42 63 H
42 64 H
42 65 V
42 67 H
42 68 V
42 69 V
42 70 H
42 71 H
42 72 V
42 73 V
42 74 V
42 75 V
42 76 V
42 76 H
42 78 V
42 79 H
42 80 H
42 81 V
42 81 H
42 82 H
42 83 H
42 84 V
42 85 V
42 86 V
42 87 H
42 89 V
42 90 V
42 91 V
42 92 V
42 92 H
42 93 V
42 94 H
42 95 H
42 96 V
42 96 H
42 97 V
42 98 H
43 1 V
43 1 H
43 2 H
43 4 V
43 5 H
43 6 V
43 7 H
43 8 V
43 9 V
43 11 V
43 11 H
43 13 H
43 14 H
43 15 H
43 16 V
43 16 H
43 17 H
43 19 V
43 19 H
43 20 V
43 21 V
43 22 H
43 23 H
43 24 V
43 24 H
43 25 H
43 27 V
43 28 V
43 28 H
43 30 V
43 31 V
43 31 H
43 32 H
43 34 V
43 35 V
43 36 H
43 37 V
43 38 V
43 39 H
43 40 V
43 42 H
43 43 H
43 44 V
43 45 V
43 46 H
43 47 V
43 48 V
43 49 V
43 50 V
43 50 H
43 51 V
43 52 V
43 53 V
43 54 H
43 55 V
43 55 H
43 56 V
43 57 V
43 58 V
43 59 H
43 61 V
43 61 H
43 63 V
43 63 H
43 64 V
43 65 H
43 66 V
43 66 H
43 67 V
43 68 H
43 69 H
43 70 H
43 71 V
43 72 V
43 73 V
43 74 V
43 75 V
43 76 H
43 77 H
43 78 V
43 79 V
43 79 H
43 80 V
43 81 V
43 82 V
43 82 H
43 83 V
43 84 V
43 85 H
43 87 V
43 87 H
43 88 V
43 89 V
43 90 H
43 92 H
43 93 V
43 94 H
43 95 V
43 97 V
43 97 H
43 98 H
44 0 V
44 1 H
44 3 V
44 3 H
44 4 H
44 5 V
44 6 H
44 7 V
44 8 V
44 9 H
44 10 V
44 10 H
44 12 H
44 13 V
44 14 V
44 14 H
44 16 V
44 17 V
44 17 H
44 18 V
44 20 V
44 21 H
44 22 H
44 23 V
44 24 V
44 25 V
44 25 H
44 26 H
44 28 V
44 29 V
44 29 H
44 30 H
44 32 H
44 33 V
44 33 H
44 35 H
44 36 V
44 37 V
44 38 H
44 39 V
44 40 V
44 41 V
44 41 H
44 42 V
44 43 V
44 43 H
44 45 H
44 46 H
44 48 H
44 50 H
44 51 V
44 52 V
44 53 H
44 54 V
44 55 V
44 56 V
44 57 V
44 58 V
44 59 V
44 59 H
44 61 H
44 62 H
44 64 H
44 65 V
44 66 V
44 67 H
44 68 H
44 70 V
44 70 H
44 71 H
44 73 V
44 74 V
44 75 V
44 76 V
44 76 H
44 78 V
44 79 V
44 81 H
44 82 V
44 83 V
44 84 H
44 85 H
44 86 V
44 87 V
44 88 H
44 89 H
44 90 V
44 91 V
44 91 H
44 92 V
44 93 H
44 94 V
44 95 H
44 96 H
44 98 V
44 98 H
45 0 H
45 1 H
45 2 V
45 4 V
45 4 H
45 6 V
45 6 H
45 8 V
45 9 V
45 10 V
45 11 V
45 11 H
45 12 V
45 12 H
45 14 H
45 15 V
45 15 H
45 17 V
45 18 V
45 19 V
45 19 H
45 20 H
45 21 H
45 22 H
45 24 V
45 25 V
45 26 V
45 26 H
45 27 V
45 28 V
45 29 H
45 30 V
45 31 V
45 31 H
45 32 H
45 34 V
45 34 H
45 35 H
45 37 H
45 38 V
45 39 V
45 40 V
45 41 V
45 42 V
45 43 V
45 44 V
45 44 H
45 45 H
45 47 V
45 47 H
45 48 H
45 49 H
45 50 V
45 51 V
45 52 H
45 54 H
45 56 V
45 57 H
45 59 H
45 60 H
45 61 H
45 62 H
45 63 H
45 64 H
45 65 V
45 66 H
45 67 V
45 68 V
45 68 H
45 69 V
45 70 V
45 71 H
45 72 H
45 74 V
45 75 V
45 76 H
45 77 V
45 78 H
45 79 H
45 80 H
45 81 V
45 82 V
45 83 H
45 84 H
45 85 H
45 87 H
45 88 H
45 89 V
45 90 V
45 92 V
45 92 H
45 93 H
45 95 V
45 95 H
45 96 V
45 97 V
45 97 H
46 0 H
46 1 V
46 2 H
46 3 H
46 5 V
46 5 H
46 7 V
46 7 H
46 9 V
46 10 V
46 11 V
46 12 H
46 13 H
46 14 H
46 16 V
46 16 H
46 18 H
46 19 H
46 21 V
46 21 H
46 22 H
46 23 H
46 25 V
46 26 H
46 28 V
46 28 H
46 29 V
46 30 V
46 31 H
46 32 H
46 33 V
46 34 H
46 35 V
46 36 V
46 36 H
46 37 H
46 38 H
46 40 V
46 41 V
46 42 V
46 43 V
46 44 H
46 45 H
46 46 H
46 48 V
46 48 H
46 49 H
46 50 V
46 51 V
46 52 V
46 53 V
46 53 H
46 54 H
46 55 V
46 56 H
46 57 V
46 58 V
46 58 H
46 59 H
46 60 H
46 61 V
46 62 V
46 62 H
46 63 H
46 64 V
46 65 H
46 68 V
46 68 H
46 70 V
46 71 V
46 71 H
46 72 H
46 73 V
46 74 V
46 75 H
46 76 V
46 77 V
46 78 V
46 79 V
46 79 H
46 80 V
46 81 H
46 82 V
46 83 H
46 84 H
46 85 H
46 86 V
46 86 H
46 87 H
46 88 H
46 90 H
46 91 H
46 93 V
46 93 H
46 94 V
46 95 V
46 96 H
46 98 V
46 98 H
46 99 V
47 1 V
47 1 H
47 2 H
47 3 H
47 4 H
47 5 V
47 6 V
47 6 H
47 8 V
47 8 H
47 9 H
47 11 H
47 12 V
47 13 V
47 13 H
47 14 V
47 15 V
47 15 H
47 17 H
47 18 H
47 19 H
47 20 V
47 21 H
47 22 V
47 23 V
47 23 H
47 24 H
47 25 V
47 26 H
47 27 V
47 28 H
47 30 H
47 31 H
47 32 H
47 34 V
47 35 V
